Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
28	17275.452586699997	552.276476277852	0.9765051342868101	0.9583496270805635	0.9312977099236641	0.9081885856079405
29	17895.735365999997	547.2358464990725	0.977087446207161	0.957603077207477	0.9223057644110275	0.913151364764268
30	18511.711546799997	517.2281127226256	0.9777301197290119	0.9572689072642858	0.9195979899497487	0.9081885856079405
31	19132.097123699998	510.36656308742863	0.9771371557613373	0.9569951723108208	0.9267676767676768	0.9106699751861043
32	19751.820886999998	511.82772560552655	0.978074535925805	0.9565401323881775	0.9242424242424242	0.9081885856079405
33	20369.388812899997	512.8306295612952	0.9772152707750429	0.9566325623724644	0.9240506329113924	0.9057071960297767
34	20986.1769994	506.85473061834045	0.9769489695919555	0.9568636373331817	0.9311224489795918	0.9057071960297767
35	21606.416244	506.4315133128345	0.9765939013478391	0.9564050424111429	0.9267676767676768	0.9106699751861043
36	22224.3165983	504.2505243987385	0.9775028760527773	0.9560211024764125	0.9242424242424242	0.9081885856079405
37	22841.864904399998	501.8150505756428	0.9773324432956015	0.9558753475011909	0.9219143576826196	0.9081885856079405
38	23461.5881112	504.6710441808358	0.9780674345609227	0.9567747623482906	0.9217171717171717	0.9057071960297767
39	24078.676353699997	502.44485900136544	0.9779857688647758	0.9560922024643256	0.9175	0.9106699751861043
40	24695.855896399997	487.7379342433054	0.9778082347427175	0.9569525123180729	0.9217171717171717	0.9057071960297767
41	25314.9740241	486.4802805088907	0.9780390291013933	0.9564868073972427	0.9217171717171717	0.9057071960297767
42	25934.8091721	483.5519354364694	0.977559686971836	0.9567356573549384	0.9263959390862944	0.9057071960297767
43	26551.043922599998	483.66737828480063	0.9783479384737747	0.9560602074697646	0.915	0.9081885856079405
44	27171.1542981	480.4892490049479	0.9775845417489242	0.956280617432295	0.9240506329113924	0.9057071960297767
45	27788.3914788	480.0416581532649	0.9783905466630687	0.9555553975555824	0.9217171717171717	0.9057071960297767
46	28407.651890099998	476.293549736387	0.9783266343791277	0.9553776475857999	0.9217171717171717	0.9057071960297767
47	29024.322184999997	479.79761008123535	0.978592935562215	0.955345652591239	0.9217171717171717	0.9057071960297767
48	29645.433242	479.1587209309874	0.9783195330142455	0.9558469075060257	0.9217171717171717	0.9057071960297767
49	30261.5844648	479.3740040344484	0.9786035876095386	0.9548159576812871	0.9197994987468672	0.9106699751861043
50	30878.198898	468.2363484459355	0.9782627220951867	0.9552816626021173	0.9217171717171717	0.9057071960297767
51	31494.360175399997	467.3428417983631	0.978248519365422	0.9551679026214566	0.9217171717171717	0.9057071960297767
52	32110.976969199997	469.53595621675026	0.9783940973455098	0.9544249077477657	0.9221105527638191	0.9106699751861043
53	32725.3919235	466.85853052468076	0.9785112698660683	0.9538063378529225	0.9221105527638191	0.9106699751861043
54	33342.2993343	464.90258809522237	0.9781810563990398	0.9541725027906744	0.9217171717171717	0.9057071960297767
55	33958.085743999996	467.214504870982	0.9786781519408031	0.9535432678976445	0.92	0.913151364764268
56	34576.016425199996	466.5904918126483	0.9783550398386571	0.9534934979061054	0.9221105527638191	0.9106699751861043
57	35193.070945399995	466.9405776695557	0.9778970018037466	0.9539058778360008	0.9219143576826196	0.9081885856079405
58	35812.4789525	463.5265356361215	0.9779786674998935	0.9539520928281443	0.9221105527638191	0.9106699751861043
59	36430.321329599996	465.9771924199255	0.9781064920677753	0.9534934979061054	0.9221105527638191	0.9106699751861043
60	37052.2901268	460.1547468346104	0.97839409734551	0.953344187931488	0.9221105527638191	0.9106699751861043
61	37671.379404499996	459.64188064532794	0.9781917084463634	0.9535361578988532	0.9221105527638191	0.9106699751861043
62	38288.307697899996	458.82916711710885	0.9782236645883339	0.9534686129103358	0.9223057644110275	0.913151364764268
63	38906.239395699995	459.3376765841907	0.9782662727776278	0.9531557729635186	0.9223057644110275	0.913151364764268
64	39529.1921285	459.1285358692679	0.9781988098112457	0.9533726279266533	0.9221105527638191	0.9106699751861043
65	40146.1036826	458.327426792515	0.9781384482097458	0.9534010679218184	0.9223057644110275	0.913151364764268
66	40765.5563731	458.0535336968139	0.9783798946157451	0.9532695329441794	0.9223057644110275	0.913151364764268
67	41385.562655199996	457.7182850157676	0.9782520700478632	0.9530384579834622	0.92	0.913151364764268
68	42003.6034318	457.7109582717353	0.9782662727776278	0.953169992961101	0.9223057644110275	0.913151364764268
69	42620.1901323	456.3705242137376	0.9782201139058926	0.9532339829502228	0.9223057644110275	0.913151364764268
70	43240.040208499995	455.1555615263435	0.9782059111761281	0.9532446479484101	0.9221105527638191	0.9106699751861043
71	43861.2286008	454.143618299485	0.9781775057165988	0.9531699929611012	0.9221105527638191	0.9106699751861043
72	44489.1362131	453.81600609176434	0.9783301850615688	0.9530064629889012	0.92	0.913151364764268
73	45168.9852097	453.3460358694607	0.9781952591288046	0.9531806579592881	0.9223057644110275	0.913151364764268
74	45868.8335397	453.6374903160696	0.9782875768722749	0.9531273329683534	0.92	0.913151364764268
75	46563.455743	453.0485406860016	0.9781491002570695	0.9530313479846709	0.9223057644110275	0.913151364764268
76	47217.4922277	453.1548903299766	0.9780851879731285	0.953223317952036	0.9221105527638191	0.9106699751861043
77	47818.949148499996	452.3574756460067	0.9780887386555696	0.9531735479604968	0.9223057644110275	0.913151364764268
78	48431.0361493	452.8379954187893	0.9781633029868341	0.9531842129586838	0.9223057644110275	0.913151364764268
79	49040.469495699996	452.34295035323896	0.978223664588334	0.9527291730360407	0.92	0.913151364764268
80	49647.048291399995	451.20288508228055	0.9781242454799812	0.9526900680426885	0.92	0.913151364764268
81	50244.5930849	450.96105737450023	0.9781313468448638	0.9529104780052189	0.9223057644110275	0.913151364764268
82	50841.559790399995	450.8426828444574	0.9781100427502165	0.9529638029961536	0.9223057644110275	0.913151364764268
83	51442.992420099996	450.6712257306309	0.9780567825135991	0.9529175880040102	0.92	0.913151364764268
84	52043.1385535	451.0674119067554	0.9780603331960402	0.9527398380342276	0.92	0.913151364764268
85	52685.310324699996	450.610819411704	0.9780567825135992	0.9529851329925274	0.9223057644110275	0.913151364764268
86	53395.6968109	450.76002285157637	0.9780390291013933	0.9529957979907143	0.9223057644110275	0.913151364764268
87	54056.5778763	450.43523674237645	0.978031927736511	0.9528287130191189	0.92	0.913151364764268
88	54694.516161499996	450.66946996754996	0.9780390291013933	0.9528962580076361	0.92	0.913151364764268
89	55327.139341099995	450.40410273115884	0.9780638838784814	0.952906923005823	0.92	0.913151364764268
90	55963.6578206	449.45026180954284	0.9780674345609225	0.9529602479967579	0.92	0.913151364764268
91	56605.6164759	449.51182994751616	0.9780922893380106	0.9527185080378536	0.92	0.913151364764268
92	57291.903241299995	449.4423030732515	0.9780496811487169	0.9526936230420842	0.92	0.913151364764268
93	57985.9035733	449.5673478368957	0.9780567825135991	0.9526687380463146	0.92	0.913151364764268
94	58685.4761458	449.3632422406103	0.978074535925805	0.9526474080499405	0.92	0.913151364764268
95	59394.9595904	449.3661693076919	0.9780638838784815	0.9526936230420842	0.92	0.913151364764268
96	60038.0793923	449.3300660087526	0.9780390291013933	0.952633188052358	0.92	0.913151364764268
97	60662.055659	449.25764544749694	0.9780390291013933	0.9527007330408753	0.92	0.913151364764268
98	61285.7570233	449.33332530045783	0.978031927736511	0.9526971780414797	0.92	0.913151364764268
99	61909.424231	449.0637971629317	0.9780106236418639	0.9526545180487319	0.92	0.913151364764268
