Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
1	1433.3586081	2291.8706820068182	0.9136646607179911	0.9181109277128829	0.8721590909090909	0.8575418994413407
2	2810.1982635	1575.0051907311754	0.9351006432869889	0.9482182156763163	0.8624338624338624	0.9106145251396648
3	4180.0870901	1286.3830239262156	0.9446358165594522	0.9603648213983411	0.9289940828402367	0.8770949720670391
4	5562.7616009	1086.7366788635375	0.9541346752438264	0.9645970882004401	0.9680511182108626	0.8463687150837989
5	6929.4132447	974.6758153460428	0.9544303797468353	0.9700778737091587	0.9519519519519519	0.8854748603351955
6	8286.470458400001	873.9747546694583	0.9597063706163105	0.9696176146944303	0.9464285714285714	0.888268156424581
7	9645.409618000002	793.6815423591611	0.9615272878190495	0.9714533604198409	0.9660493827160493	0.8743016759776536
8	11003.263075500001	740.7940489852091	0.960074704295497	0.9695276790248857	0.9574468085106383	0.8798882681564246
9	12352.6279491	662.0249210735564	0.964292384312098	0.971352844083291	0.9660493827160493	0.8743016759776536
10	13705.428804700001	565.7915842689226	0.9634156463996679	0.9712734890807515	0.9604863221884499	0.88268156424581
11	15059.995698	538.2357684427355	0.9626841668395933	0.9709772304046046	0.9571865443425076	0.8743016759776536
12	16419.3088458	510.1520946303951	0.9630628761153766	0.9735218808193669	0.9455587392550143	0.9217877094972067
13	17777.8883483	497.5339655975766	0.9642249429342187	0.9728817504655493	0.9642857142857143	0.9050279329608939
14	19137.0128394	492.4002010249917	0.9644428304627515	0.9738022684950058	0.9554896142433235	0.8994413407821229
15	20486.6717272	481.43849978426704	0.9627101058310853	0.9741408498391739	0.9533527696793003	0.9134078212290503
16	21844.0466681	457.59954952724325	0.9603340942104172	0.9695594210259015	0.904891304347826	0.9301675977653632
17	23197.1485145	457.021716839748	0.9630265615272878	0.9751565938716777	0.9558823529411765	0.9078212290502793
18	24551.100401	441.40058497942874	0.9626167254617141	0.9719242001015744	0.9455587392550143	0.9217877094972067
19	25911.1464421	428.41399177951604	0.9623002697655116	0.972183426443203	0.9529411764705882	0.9050279329608939
20	27270.7935856	392.2237619956833	0.9623054575638099	0.974363043846284	0.9610778443113772	0.8966480446927374
21	28609.384873299998	383.39888803303853	0.9606868644947085	0.9732414931437277	0.9610778443113772	0.8966480446927374
22	29947.857502799998	373.14238647871554	0.9609825689977173	0.9730298798036229	0.9582089552238806	0.8966480446927374
23	31299.3891786	372.5355104872901	0.9613249636854119	0.9738657524970373	0.9611940298507463	0.8994413407821229
24	32660.8606999	368.6338931293445	0.9615013488275576	0.9726225241239208	0.9530791788856305	0.9078212290502793
25	34022.441847500006	354.5995896560133	0.9612212077194437	0.9728076857965126	0.9583333333333334	0.8994413407821229
26	35372.657189100006	367.2744733350527	0.9609929445943142	0.9724532334518368	0.9588235294117647	0.9106145251396648
27	36730.2818806	351.4455122379194	0.958938576468147	0.9722786524462501	0.9640718562874252	0.8994413407821229
28	38093.802171300005	345.92565596632824	0.9589904544511308	0.9719453614355849	0.9610778443113772	0.8966480446927374
29	39450.008838400005	352.0406980130714	0.9607439302759908	0.9731568478076857	0.9671641791044776	0.9050279329608939
30	40808.8353985	319.422853697426	0.9598671923635609	0.9719665227695954	0.9611940298507463	0.8994413407821229
31	42156.1268779	316.6455348629614	0.9600176385142146	0.9724849754528524	0.9611940298507463	0.8994413407821229
32	43517.9277979	316.20989672806877	0.9597530608009961	0.9718660064330455	0.9643916913946587	0.9078212290502793
33	45057.627433400005	324.42666098676176	0.9591149616102926	0.9711359404096833	0.9643916913946587	0.9078212290502793
34	46492.216981900005	307.79172012132875	0.9597374974061009	0.9716173607584223	0.9643916913946587	0.9078212290502793
35	47163.5972678	308.79345853830773	0.9587829425191947	0.9718236837650245	0.9643916913946587	0.9078212290502793
36	47805.290625500005	302.22940665961255	0.9573511101888359	0.9716385220924328	0.9637462235649547	0.8910614525139665
37	48426.621134	303.10206783908274	0.9587103133430173	0.9714639410868463	0.9590643274853801	0.9162011173184358
38	49026.2001064	301.19506233340184	0.9574029881718198	0.9700090993736246	0.9475218658892128	0.9078212290502793
39	49643.4175446	301.9338462755854	0.9571954762398838	0.971395166751312	0.9588235294117647	0.9106145251396648
40	50232.241510700005	288.2509660896499	0.9573926125752231	0.9710724564076518	0.9614243323442137	0.9050279329608939
41	50819.827025900006	287.3313432594009	0.9571954762398839	0.9710830370746573	0.9642857142857143	0.9050279329608939
42	51411.009875200005	285.97741305538665	0.9579010168084665	0.9707814880650077	0.9642857142857143	0.9050279329608939
43	51997.973071500004	284.6098906652345	0.9572058518364805	0.9708079397325208	0.9615384615384616	0.9078212290502793
44	52592.1990058	282.8842991712248	0.9570398422909318	0.9709666497375995	0.9613095238095238	0.9022346368715084
45	53295.473265	281.3462665766251	0.9574029881718198	0.9706598103944472	0.9614243323442137	0.9050279329608939
46	53915.8656339	279.38194825554626	0.9573718613820295	0.970733875063484	0.9588235294117647	0.9106145251396648
47	54504.5569784	277.91982625046455	0.9572421664245694	0.9709454884035891	0.9614243323442137	0.9050279329608939
48	55090.820722000004	280.7533348941017	0.9566611330151483	0.9708449720670391	0.9642857142857143	0.9050279329608939
49	55678.2541968	273.95180192952483	0.9557843951027185	0.9707021330624681	0.9641791044776119	0.9022346368715084
50	56263.621203400005	272.41416853090317	0.9568842083419798	0.9703741323853056	0.9587020648967551	0.9078212290502793
51	56851.290418000004	268.67965327766797	0.9567441377879229	0.970776197731505	0.9642857142857143	0.9050279329608939
52	57488.633666400005	269.09838042937605	0.9567233865947292	0.9707550363974944	0.9614243323442137	0.9050279329608939
53	58103.1346904	268.36020186014593	0.9565988794355675	0.9706809717284577	0.9615384615384616	0.9078212290502793
54	58690.7711751	267.0981960013202	0.9563187383274538	0.9705275520568817	0.9641791044776119	0.9022346368715084
55	59332.5764549	267.1687632874581	0.956541813654285	0.9705222617233792	0.9588235294117647	0.9106145251396648
56	59978.0034423	265.58041241864197	0.9563239261257522	0.9701519383781955	0.9585798816568047	0.9050279329608939
57	60600.208771900005	266.1662018564842	0.9563758041087365	0.9703053580497712	0.9585798816568047	0.9050279329608939
58	61289.543474900005	264.1736509900903	0.9559244656567755	0.9705592940578974	0.9588235294117647	0.9106145251396648
59	62027.425298500006	265.2459576685312	0.9563706163104377	0.9704429067208397	0.9585798816568047	0.9050279329608939
60	62667.891987400006	259.9800326931674	0.956090475202324	0.9703371000507871	0.9585798816568047	0.9050279329608939
61	63269.4742713	260.9834343253335	0.9561164141938163	0.9705222617233791	0.9585798816568047	0.9050279329608939
62	63871.523973300005	260.11215277521677	0.9560126582278482	0.9701519383781952	0.9585798816568047	0.9050279329608939
63	64476.771490800005	259.88076967248844	0.9559400290516705	0.9707550363974946	0.9585798816568047	0.9050279329608939
64	65079.2202207	260.71140973408905	0.9557688317078232	0.970210132046724	0.9585798816568047	0.9050279329608939
65	65681.0428157	259.4481021784102	0.9558518364805977	0.970352971051295	0.9585798816568047	0.9050279329608939
66	66286.1600202	259.15447789053474	0.9557740195061215	0.9701730997122058	0.9585798816568047	0.9050279329608939
67	66891.3054764	259.4134766384789	0.955665075741855	0.9703159387167766	0.9588235294117647	0.9106145251396648
68	67493.7044946	258.39453912862075	0.9557688317078232	0.970580455391908	0.9588235294117647	0.9106145251396648
69	68100.95795109999	258.6803330440805	0.9553953102303383	0.9705645843913999	0.9585798816568047	0.9050279329608939
70	68704.3883412	256.84550545439066	0.9554990661963063	0.9702365837142374	0.9585798816568047	0.9050279329608939
71	69306.76558559999	256.4271358615623	0.9554938783980078	0.970352971051295	0.9585798816568047	0.9050279329608939
72	69911.51107749999	256.6753309930642	0.9555768831707823	0.970368842051803	0.9587020648967551	0.9078212290502793
73	70526.10443339999	256.045943743457	0.9555872587673792	0.9704323260538344	0.9585798816568047	0.9050279329608939
74	71123.2934902	256.21668864556693	0.9555561319775888	0.970411164719824	0.9587020648967551	0.9078212290502793
75	71714.4286686	255.93889422267958	0.9553901224320397	0.9704376163873369	0.9587020648967551	0.9078212290502793
76	72293.48038119999	255.92026324179608	0.9554938783980078	0.9703476807177924	0.9587020648967551	0.9078212290502793
77	72899.2436305	255.73931014207255	0.9555094417929031	0.9703318097172845	0.9587020648967551	0.9078212290502793
78	73643.6398227	255.42195926519324	0.9553382444490558	0.9704270357203316	0.9585798816568047	0.9050279329608939
79	74435.9651454	255.53797296991831	0.9553693712388461	0.9701625190452006	0.9587020648967551	0.9078212290502793
80	75267.5952311	254.376224383009	0.9554108736252334	0.9702418740477399	0.9587020648967551	0.9078212290502793
81	76026.7423073	254.31903913714558	0.9554264370201286	0.97024187404774	0.9587020648967551	0.9078212290502793
82	76656.599002	254.30436647944614	0.9554523760116208	0.9701942610462163	0.9587020648967551	0.9078212290502793
83	77280.97556359999	254.27089198249584	0.9553071176592656	0.970226003047232	0.9587020648967551	0.9078212290502793
84	77926.33827899999	254.19819684734284	0.9554108736252337	0.9702365837142374	0.9587020648967551	0.9078212290502793
85	78574.7836002	254.04034373385483	0.9553901224320399	0.9703318097172846	0.9587020648967551	0.9078212290502793
86	79289.2721624	254.22114004035652	0.955379746835443	0.9702154223802268	0.9587020648967551	0.9078212290502793
87	79947.64753779999	253.92865098391806	0.9554212492218304	0.9701942610462164	0.9587020648967551	0.9078212290502793
88	80578.6880631	254.04478381805532	0.9554264370201286	0.9702154223802268	0.9587020648967551	0.9078212290502793
89	81184.3551569	253.90106898288326	0.9553849346337414	0.9701625190452006	0.9587020648967551	0.9078212290502793
90	81831.1034023	253.3691688580049	0.9552137372898942	0.9702048417132216	0.9587020648967551	0.9078212290502793
91	82544.1185573	253.28669952757932	0.9552552396762813	0.9702207127137293	0.9587020648967551	0.9078212290502793
92	83152.6313057	253.2769381398974	0.9553589956422494	0.9701942610462164	0.9587020648967551	0.9078212290502793
93	83782.5681569	253.25981294518783	0.9551929860967006	0.9701942610462164	0.9587020648967551	0.9078212290502793
94	84394.4837971	253.19584607251207	0.9551826105001038	0.9701307770441847	0.9587020648967551	0.9078212290502793
95	84992.3165698	253.16694190836498	0.9551618593069103	0.9701413577111899	0.9587020648967551	0.9078212290502793
96	85596.1016174	253.12829811894548	0.9553226810541606	0.9702365837142373	0.9587020648967551	0.9078212290502793
97	86203.879489	253.13110937282477	0.9552915542643702	0.970157228711698	0.9587020648967551	0.9078212290502793
98	86804.32103179999	253.05684999505863	0.9552967420626687	0.9702312933807347	0.9587020648967551	0.9078212290502793
99	87419.32313379999	253.04915895292356	0.9551722349035071	0.970226003047232	0.9587020648967551	0.9078212290502793
